id,code,name
938,70233,EL ROBLE,
939,70235,GALERAS,
940,70265,GUARANDA,
941,70400,LA UNIÓN,
942,70418,LOS PALMITOS,
943,70429,MAJAGUAL,
944,70473,MORROA,
945,70508,OVEJAS,
946,70523,PALMITO,
947,70670,SAMPUÉS,
948,70678,SAN BENITO ABAD,
949,70702,SAN JUAN DE BETULIA,
950,70708,SAN MARCOS,
951,70713,SAN ONOFRE,
952,70717,SAN PEDRO,
953,70742,SAN LUIS DE SINCÉ,
954,70771,SUCRE,
955,70820,SANTIAGO DE TOLÚ,
956,70823,TOLÚ VIEJO,
957,73001,IBAGUÉ,
958,73024,ALPUJARRA,
959,73026,ALVARADO,
960,73030,AMBALEMA,
961,73043,ANZOÁTEGUI,
962,73055,ARMERO,
963,73067,ATACO,
964,73124,CAJAMARCA,
965,73148,CARMEN DE APICALÁ,
966,73152,CASABIANCA,
967,73168,CHAPARRAL,
968,73200,COELLO,
969,73217,COYAIMA,
970,73226,CUNDAY,
971,73236,DOLORES,
972,73268,ESPINAL,
973,73270,FALAN,
974,73275,FLANDES,
975,73283,FRESNO,
976,73319,GUAMO,
977,73347,HERVEO,
978,73349,HONDA,
979,73352,ICONONZO,
980,73408,LÉRIDA,
981,73411,LÍBANO,
982,73443,MARIQUITA,
983,73449,MELGAR,
984,73461,MURILLO,
985,73483,NATAGAIMA,
986,73504,ORTEGA,
987,73520,PALOCABILDO,
988,73547,PIEDRAS,
989,73555,PLANADAS,
990,73563,PRADO,
991,73585,PURIFICACIÓN,
992,73616,RIOBLANCO,
993,73622,RONCESVALLES,
994,73624,ROVIRA,
995,73671,SALDAÑA,
996,73675,SAN ANTONIO,
997,73678,SAN LUIS,
998,73686,SANTA ISABEL,
999,73770,SUÁREZ,
1000,73854,VALLE DE SAN JUAN,
1001,73861,VENADILLO,
1002,73870,VILLAHERMOSA,
1003,73873,VILLARRICA,
1004,76001,CALI,
1005,76020,ALCALÁ,
1006,76036,ANDALUCÍA,
1007,76041,ANSERMANUEVO,
1008,76054,ARGELIA,
1009,76100,BOLÍVAR,
1010,76109,BUENAVENTURA,
1011,76111,GUADALAJARA DE BUGA,
1012,76113,BUGALAGRANDE,
1013,76122,CAICEDONIA,
1014,76126,CALIMA,
1015,76130,CANDELARIA,
1016,76147,CARTAGO,
1017,76233,DAGUA,
1018,76243,EL ÁGUILA,
1019,76246,EL CAIRO,
1020,76248,EL CERRITO,
1021,76250,EL DOVIO,
1022,76275,FLORIDA,
1023,76306,GINEBRA,
1024,76318,GUACARÍ,
1025,76364,JAMUNDÍ,
1026,76377,LA CUMBRE,
1027,76400,LA UNIÓN,
1028,76403,LA VICTORIA,
1029,76497,OBANDO,
1030,76520,PALMIRA,
1031,76563,PRADERA,
1032,76606,RESTREPO,
1033,76616,RIOFRÍO,
1034,76622,ROLDANILLO,
1035,76670,SAN PEDRO,
1036,76736,SEVILLA,
1037,76823,TORO,
1038,76828,TRUJILLO,
1039,76834,TULUÁ,
1040,76845,ULLOA,
1041,76863,VERSALLES,
1042,76869,VIJES,
1043,76890,YOTOCO,
1044,76892,YUMBO,
1045,76895,ZARZAL,
1046,81001,ARAUCA,
1047,81065,ARAUQUITA,
1048,81220,CRAVO NORTE,
1049,81300,FORTUL,
1050,81591,PUERTO RONDÓN,
1051,81736,SARAVENA,
1052,81794,TAME,
1053,85001,YOPAL,
1054,85010,AGUAZUL,
1055,85015,CHAMEZA,
1056,85125,HATO COROZAL,
1057,85136,LA SALINA,
1058,85139,MANÍ,
1059,85162,MONTERREY,
1060,85225,NUNCHÍA,
1061,85230,OROCUÉ,
1062,85250,PAZ DE ARIPORO,
1063,85263,PORE,
1064,85279,RECETOR,
1065,85300,SABANALARGA,
1066,85315,SÁCAMA,
1067,85325,SAN LUIS DE PALENQUE,
1068,85400,TÁMARA,
1069,85410,TAURAMENA,
1070,85430,TRINIDAD,
1071,85440,VILLANUEVA,
1072,86001,MOCOA,
1073,86219,COLÓN,
1074,86320,ORITO,
1075,86568,PUERTO ASÍS,
1076,86569,PUERTO CAICEDO,
1077,86571,PUERTO GUZMÁN,
1078,86573,LEGUÍZAMO,
1079,86749,SIBUNDOY,
1080,86755,SAN FRANCISCO,
1081,86757,SAN MIGUEL,
1082,86760,SANTIAGO,
1083,86865,VALLE DEL GUAMUEZ,
1084,86885,VILLAGARZÓN,
1085,88001,SAN ANDRÉS,
1086,88564,PROVIDENCIA,
1087,91001,LETICIA,
1088,91263,EL ENCANTO,
1089,91405,LA CHORRERA,
1090,91407,LA PEDRERA,
1091,91430,LA VICTORIA,
1092,91460,MIRITI - PARANÁ,
1093,91530,PUERTO ALEGRÍA,
1094,91536,PUERTO ARICA,
1095,91540,PUERTO NARIÑO,
1096,91669,PUERTO SANTANDER,
1097,91798,TARAPACÁ,
1098,94001,INÍRIDA,
1099,94343,BARRANCO MINAS,
1100,94663,MAPIRIPANA,
1101,94883,SAN FELIPE,
1102,94884,PUERTO COLOMBIA,
1103,94885,LA GUADALUPE,
1104,94886,CACAHUAL,
1105,94887,PANA PANA,
1106,94888,MORICHAL,
1107,95001,SAN JOSÉ DEL GUAVIARE,
1108,95015,CALAMAR,
1109,95025,EL RETORNO,
1110,95200,MIRAFLORES,
1111,97001,MITÚ,
1112,97161,CARURU,
1113,97511,PACOA,
1114,97666,TARAIRA,
1115,97777,PAPUNAUA,
1116,97889,YAVARATÉ,
1117,99001,PUERTO CARREÑO,
1118,99524,LA PRIMAVERA,
1119,99624,SANTA ROSALÍA,
1120,99773,CUMARIBO,
